Gene_symbol,CRO-AP2,DB,GRANTA-519,JM1,JSC-1,KARPAS-1106P,KARPAS-422,NU-DUL-1,OCI-LY7,RC-K8,SCC-3,SLVL,SU-DHL-4,SU-DHL-8,TK,TUR,WSU-DLCL2
Null,Sensitive,Resistive,Resistive,Sensitive,Resistive,Sensitive,Resistive,Sensitive,Sensitive,Resistive,Sensitive,Sensitive,Sensitive,Resistive,Resistive,Resistive,Sensitive
ACAP2,25.14,120.3,30.67,31.46,21.38,43.76,124.29,27.17,26.21,19.56,18.39,35.18,65.64,14.61,35.13,45.13,104.62
ACAP2-IT1,4.95,35.22,10.75,9.54,3.04,12.12,26.4,7.43,6.17,3.77,2.98,5.81,22.39,2.99,7.72,6.61,24.82
ACAP3,23.92,17.88,18.53,9.61,21.24,6.15,49.72,21.0,15.57,5.83,8.04,2.79,22.79,16.69,28.53,33.84,17.15
ACAT1,86.41,145.94,29.42,29.56,114.82,27.31,172.18,26.09,37.3,34.83,26.7,43.5,92.52,15.01,25.53,82.32,63.44
ACAT2,27.09,64.28,76.45,47.96,16.79,84.58,108.28,75.72,93.66,96.07,24.52,23.88,59.15,107.36,69.74,103.41,27.49
ACBD3,70.62,61.12,109.02,125.1,99.06,75.93,71.33,48.62,98.33,57.7,52.46,52.82,41.11,46.42,79.27,104.62,66.17
ACBD3-AS1,0.36,1.67,2.79,6.31,0.7,0.5,4.23,1.81,0.42,0.43,0.23,0.71,0.75,0.57,0.52,0.62,0.1
ACBD4,14.3,1.64,14.21,2.47,31.78,17.73,8.07,6.21,12.72,9.87,13.97,11.43,11.31,10.18,10.5,4.88,14.91
ACBD5,21.74,90.1,31.56,9.73,28.54,26.35,57.19,21.73,20.36,14.83,21.77,31.64,18.62,20.83,30.78,24.49,40.53
ACBD6,30.82,34.35,32.37,44.58,22.05,30.46,40.78,28.32,24.87,31.05,44.38,46.21,22.03,35.87,41.28,36.99,26.76
ACBD7,1.68,5.29,5.13,14.06,1.47,10.51,2.64,1.4,33.98,1.95,4.25,1.58,10.26,3.46,6.94,1.77,0.72
ACCS,0.03,24.91,2.79,14.4,0.0,7.36,53.84,0.63,0.0,1.72,7.07,11.4,4.43,10.72,7.76,0.0,0.03
ACCSL,0.03,0.04,0.54,0.04,0.0,3.15,0.04,0.0,0.0,0.03,0.07,0.16,0.0,0.0,0.0,0.03,0.0
ACD,34.98,43.51,39.75,30.17,36.23,29.03,56.47,39.73,27.27,30.75,56.24,16.09,28.95,36.98,44.99,31.48,43.09
ACE,4.29,0.11,0.07,0.11,0.17,0.68,12.14,0.28,1.76,0.2,0.17,0.03,0.1,0.0,0.04,0.03,0.03
ACE2,0.03,0.0,0.07,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.3,0.03,0.0,0.1,0.0,0.0,0.0
ACE3P,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER1,0.3,0.04,0.34,0.0,0.23,0.36,0.2,0.1,0.22,0.2,0.23,0.19,0.13,0.07,0.19,0.17,0.0
ACER2,0.13,2.09,4.86,3.57,0.77,10.97,2.6,1.78,2.27,1.46,3.18,3.07,0.46,2.45,4.01,4.12,0.36
ACER3,15.33,19.06,7.52,8.32,11.47,28.6,2.92,5.37,8.25,9.96,5.53,14.72,4.0,5.51,15.52,17.42,9.65
ACHE,0.0,0.0,5.1,0.04,0.0,1.79,0.2,0.24,0.0,38.1,0.13,1.93,0.07,0.07,0.0,0.0,0.26
ACIN1,78.52,90.03,63.52,125.33,101.13,89.91,168.5,127.41,83.4,69.42,123.1,47.67,69.51,104.3,109.34,84.5,72.23
ACKR1,0.0,0.0,0.1,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
ACKR2,0.66,0.11,0.07,0.0,1.0,0.14,0.08,0.17,0.22,0.17,0.37,0.19,0.1,0.17,0.07,1.04,0.33
ACKR3,3.77,2.09,40.06,0.04,0.0,36.89,0.44,0.14,0.7,10.23,0.0,48.07,0.07,0.03,0.07,0.0,0.07
ACKR4,0.03,4.83,4.11,1.1,0.07,0.11,43.33,0.84,4.79,0.1,0.07,0.12,5.93,0.4,1.54,0.03,0.46
ACLY,132.89,345.47,156.97,294.77,293.46,185.07,504.03,387.6,184.95,219.25,117.27,133.09,217.21,201.01,574.92,192.59,198.18
ACMSD,0.0,1.75,0.31,0.49,0.0,0.0,0.12,0.17,0.0,0.0,0.07,0.0,0.33,0.2,0.0,0.0,0.0
ACO1,46.08,34.42,4.56,7.41,22.08,25.99,8.55,21.41,7.93,6.46,28.2,2.39,3.61,13.6,25.12,28.81,3.09
ACO2,276.98,76.75,76.0,52.48,117.66,162.76,201.77,75.09,104.5,132.78,67.16,134.33,136.16,66.31,63.78,150.58,196.41
ACOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT1,0.0,3.23,6.12,0.15,0.0,1.14,20.97,2.65,1.41,5.2,4.72,6.92,0.23,0.13,1.95,0.35,1.51
ACOT2,0.0,20.2,25.44,0.34,0.0,10.9,72.13,8.61,5.18,23.74,17.55,27.88,0.1,0.0,8.59,0.03,8.63
ACOT4,0.0,0.04,1.16,0.11,0.0,2.25,6.99,0.56,0.03,21.02,0.64,0.03,0.0,0.03,1.31,0.0,0.07
ACOT6,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
ACOT7,70.69,91.4,14.55,30.1,44.09,47.12,52.16,61.8,22.47,57.44,17.89,32.45,22.33,47.23,109.71,85.65,51.42
ACOT8,31.35,27.61,11.39,16.26,23.49,32.49,27.88,12.14,14.74,29.26,13.26,11.18,24.1,36.18,26.17,25.14,24.72
ACOT9,45.35,32.02,20.78,6.54,53.59,25.67,37.62,75.13,4.0,66.37,22.78,48.29,1.41,20.15,17.29,22.2,8.56
ACOT11,3.3,0.65,0.54,0.38,5.15,1.32,0.68,0.35,0.74,0.66,1.67,1.52,0.23,0.17,0.41,8.42,0.07
ACOT12,0.03,0.08,0.0,0.15,0.03,0.0,0.84,1.05,0.32,0.07,0.03,0.03,0.0,0.24,0.19,0.0,0.03
ACOT13,20.35,35.98,20.1,22.27,31.18,21.31,23.96,16.64,9.43,15.72,65.62,10.46,16.56,21.23,11.1,28.47,27.03
ACOX1,19.36,21.49,3.64,11.32,30.24,16.59,20.01,10.46,12.05,20.06,12.59,13.45,6.59,6.08,18.64,16.55,12.44
ACOX2,4.89,0.0,0.03,0.04,0.17,0.0,0.04,0.0,0.0,0.0,1.54,0.0,0.07,0.0,0.0,1.56,0.0
ACOX3,11.79,10.19,17.68,8.02,13.85,29.92,10.58,20.12,13.94,16.15,12.16,11.24,12.82,16.02,22.08,25.45,12.54
ACOXL,0.36,0.0,2.45,0.23,0.1,0.64,0.16,0.03,0.35,0.0,0.27,6.33,0.2,1.51,0.07,0.14,0.13
ACOXL-AS1,0.03,0.04,0.51,0.0,0.0,0.04,0.04,0.03,0.03,0.0,0.07,0.06,0.07,0.24,0.07,0.07,0.4
ACP1,80.83,131.71,78.62,241.65,64.73,85.29,116.98,88.52,78.16,71.51,83.21,85.77,129.21,167.68,134.76,89.66,99.32
ACP2,61.57,15.1,10.78,7.68,47.67,16.3,33.07,7.5,15.02,7.71,9.25,12.08,10.3,6.95,13.35,3.74,11.42
ACP4,0.0,1.98,1.26,1.22,0.03,0.0,2.28,11.27,0.03,0.1,0.13,0.06,0.66,0.74,0.04,0.0,0.0
ACP5,4.62,0.53,68.35,2.36,0.07,4.75,25.68,0.17,10.68,0.0,0.0,0.43,9.7,0.3,0.07,0.03,1.42
ACP6,0.5,0.68,1.73,1.44,1.0,1.14,0.68,2.62,7.93,0.13,19.63,1.46,3.51,0.13,6.71,0.07,2.73
ACP7,0.03,0.0,0.0,0.04,0.07,0.04,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.03,0.0
ACP3,2.21,0.04,0.1,0.0,0.2,5.29,0.12,0.03,2.3,0.0,3.68,2.08,7.15,0.0,0.0,3.01,0.0
ACR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03
ACRBP,1.12,2.93,2.89,3.04,0.64,4.29,8.23,1.22,4.92,3.11,3.18,0.25,13.54,2.52,0.82,0.83,20.21
ACRV1,0.0,2.74,1.77,5.32,0.0,0.21,0.28,1.12,0.42,0.03,0.07,0.12,0.36,2.25,0.0,0.1,0.07
ACSBG1,0.17,0.23,0.27,0.15,0.47,0.18,0.2,0.17,0.7,0.4,0.27,0.12,0.16,0.47,0.07,0.14,0.0
ACSBG2,0.07,1.06,1.73,0.38,0.07,0.32,0.64,0.45,0.03,0.07,0.03,0.03,0.72,0.77,0.0,0.24,0.07
ACSF2,8.79,8.06,16.08,5.81,8.73,11.98,34.35,22.64,15.25,2.68,11.05,5.12,9.28,23.78,7.09,42.6,3.09
ACSF3,9.18,24.99,23.97,22.23,9.1,50.12,18.13,17.02,33.28,9.34,17.59,10.19,35.61,12.03,15.56,19.08,31.64
ACSL1,27.15,50.05,54.99,8.13,83.44,43.58,1.24,22.71,28.32,15.89,272.9,126.88,53.41,9.3,10.84,78.34,46.91
ACSL3,48.39,53.29,70.15,29.6,54.3,32.14,52.52,41.37,58.31,36.58,58.32,54.09,19.57,33.93,58.91,35.64,21.04
ACSL4,142.37,75.46,64.0,88.16,166.67,102.24,66.9,82.97,42.58,30.99,262.55,177.18,44.49,21.7,94.3,107.98,56.03
ACSL5,65.14,34.95,60.46,37.7,71.56,69.64,108.2,60.55,30.34,0.36,41.23,80.05,35.8,37.69,22.35,42.18,34.34
ACSL6,0.07,0.19,0.1,0.11,0.03,0.07,0.08,0.07,0.03,0.17,1.37,0.03,0.07,0.03,0.04,0.03,0.03
ACSM1,0.03,0.0,0.37,1.79,0.0,0.0,0.08,3.21,0.0,0.03,0.17,0.06,0.0,8.46,0.52,0.42,0.0
ACSM2A,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM2B,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM3,2.91,0.91,2.72,9.88,9.2,0.75,0.6,13.88,0.54,0.1,6.13,0.31,0.07,85.42,15.75,28.43,0.07
ACSM4,0.0,0.04,1.09,0.23,0.0,0.0,2.24,0.49,0.0,0.0,0.03,0.0,0.0,0.67,0.67,0.0,0.0
ACSM5,0.36,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
ACSM6,0.0,1.45,0.14,0.38,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.33,0.13,0.0,0.0,0.0
ACSS1,55.89,0.04,54.82,65.51,0.03,15.73,4.35,62.88,0.1,0.13,1.44,35.21,3.8,133.86,81.29,209.73,2.73
ACSS2,13.05,18.56,14.11,7.33,23.62,17.12,0.76,4.85,13.78,2.48,25.86,5.74,2.92,0.13,0.04,74.56,0.3
ACSS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTA1,0.56,0.68,0.0,0.68,0.33,0.36,0.28,1.46,0.32,1.26,0.07,0.25,0.0,0.17,0.45,0.31,0.13
ACTA2,48.89,0.08,7.82,1.56,21.38,18.55,3.0,1.29,1.18,12.61,16.82,12.23,0.2,2.18,0.3,9.39,0.86
ACTA2-AS1,0.4,0.0,0.51,1.79,0.5,1.82,0.44,0.84,0.51,0.33,0.07,0.59,0.1,0.27,0.86,0.03,0.16
ACTB,3315.11,2567.35,3226.48,2414.17,4888.7,7644.36,4484.82,4682.58,2721.87,940.63,2113.19,5079.02,6530.1,1654.47,3148.07,2954.13,3557.33
ACTBL2,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP2,0.03,0.0,0.0,0.04,0.07,0.04,0.0,0.07,0.03,0.0,0.03,0.0,0.0,0.03,0.04,0.0,0.0
ACTBP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTBP7,0.07,0.0,0.34,0.08,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.0
ACTBP8,0.13,1.56,0.0,0.08,0.03,0.14,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
ACTBP9,0.07,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0,0.0,0.03,0.0
ACTBP11,0.0,0.11,0.0,0.0,0.0,0.07,0.0,0.0,0.03,0.89,0.03,0.0,0.0,0.0,0.04,0.03,0.0
ACTBP12,1.06,0.61,0.65,0.95,0.4,0.64,0.52,0.45,0.45,0.43,0.33,0.5,0.13,0.6,0.71,0.38,0.0
ACTL11P,0.03,0.11,0.17,0.04,0.03,0.07,0.2,0.07,0.1,0.1,0.03,0.06,0.13,0.03,0.04,0.03,0.0
ACTBP14,0.03,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.07
ACTC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1,2652.34,837.21,1251.35,2655.06,3506.52,3454.66,1601.36,3220.85,2584.29,11509.5,2076.21,2135.18,3909.0,649.27,1599.03,3592.03,3152.8
ACTG1P1,1.19,1.86,2.07,0.34,0.74,1.39,2.0,4.15,0.64,1.69,0.74,1.46,0.2,1.68,2.59,1.39,1.61
ACTG1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P3,3.77,0.91,0.51,1.82,1.54,3.86,2.28,1.67,0.99,2.28,0.74,2.02,0.46,2.08,1.5,2.42,1.09
ACTG1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P9,0.1,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.1,0.17,0.13,0.09,0.0,0.0,0.04,0.07,0.0
ACTG1P10,0.07,1.18,1.12,3.12,0.03,0.11,2.6,0.98,0.0,0.03,0.03,0.03,1.54,1.78,0.15,0.07,0.16
ACTG1P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P14,0.53,0.95,0.24,0.49,0.2,2.93,1.64,1.6,1.09,1.46,0.9,0.84,0.46,0.17,0.37,0.1,0.33
ACTG1P15,0.07,0.11,0.34,0.08,0.0,0.0,0.08,0.42,0.0,0.0,0.03,0.0,0.0,0.24,0.0,0.0,0.0
ACTG1P16,0.13,0.08,0.0,0.0,0.07,0.04,0.16,0.0,0.16,0.1,0.1,0.03,0.0,0.0,0.0,0.1,0.0
ACTG1P17,2.91,1.33,5.24,1.06,1.2,3.47,2.44,2.86,5.72,4.04,3.82,1.15,2.43,2.42,3.64,4.36,6.09
ACTG1P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P19,0.1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P20,6.21,3.23,5.82,5.28,3.38,4.58,7.99,5.69,3.32,5.83,4.02,3.45,1.74,4.74,5.51,2.53,2.83
ACTG1P21,0.0,0.08,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1P22,0.0,0.04,0.88,0.04,0.0,3.11,0.12,0.0,0.0,0.0,0.0,0.03,0.0,0.07,0.0,0.0,0.0
ACTG1P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0
ACTG1P24,1.12,0.8,0.54,1.03,0.7,2.29,3.47,2.58,1.63,1.16,0.17,0.99,1.05,1.88,1.24,0.66,2.86
ACTG2,0.07,0.0,0.0,0.04,0.0,0.25,0.08,0.1,0.0,0.23,0.07,0.03,0.0,0.0,0.0,0.0,0.0
ACTL6A,50.24,118.74,76.85,188.68,47.94,62.84,78.48,54.48,107.66,70.28,53.43,44.34,107.7,89.45,173.23,55.79,56.46
ACTL6B,0.0,0.23,0.0,0.11,0.0,0.0,0.32,0.07,0.0,0.0,0.07,0.03,0.1,0.17,0.0,0.0,0.0
ACTL7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
ACTL7B,0.07,0.0,0.07,0.04,0.03,0.04,0.0,0.07,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
ACTL8,91.0,0.08,0.0,0.8,16.16,3.32,0.0,0.0,0.0,0.0,0.03,0.16,0.03,0.0,0.07,9.63,0.03
ACTL9,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
ACTL10,18.33,3.16,0.1,1.37,26.96,1.93,7.59,5.62,6.87,2.71,1.44,2.89,1.51,2.72,2.02,1.28,2.01
ACTN1,0.66,1.1,5.78,1.41,0.94,0.39,1.28,0.42,1.02,4.5,178.64,6.99,0.52,0.24,0.64,124.75,0.23
ACTN1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.45,0.09,0.0,0.0,0.0,0.55,0.0
ACTN2,0.07,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,2.04,0.06,0.0,0.54,0.41,0.07,0.03
ACTN3,0.0,6.54,0.31,0.0,0.2,0.04,0.04,0.07,0.06,6.69,0.54,0.03,0.43,0.03,0.04,0.07,0.03
ACTN4,222.71,233.65,96.17,204.79,240.57,178.88,195.18,177.28,92.38,126.16,454.95,159.67,98.23,114.95,251.18,240.45,101.59
ACTN4P1,0.07,0.0,0.0,0.0,0.17,0.07,0.0,0.0,0.06,0.07,0.13,0.03,0.0,0.0,0.07,0.1,0.0
ACTN4P2,0.1,0.15,0.03,0.0,0.0,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTP1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR1A,101.94,71.05,59.1,126.13,75.74,87.8,98.01,82.38,73.68,75.18,32.39,82.47,54.16,110.51,97.08,76.47,104.26
ACTR1B,77.99,74.17,101.98,64.37,77.25,59.63,88.03,75.2,87.3,58.07,102.53,133.49,87.28,93.68,68.02,119.86,92.24
ACTR2,228.62,694.55,643.29,962.41,351.98,748.34,892.88,696.19,488.91,337.6,254.47,449.45,491.93,284.51,759.96,538.74,371.81
ACTR3,86.28,138.07,98.58,87.59,105.88,147.96,168.02,105.54,80.36,143.61,58.28,113.28,105.67,52.47,65.65,113.7,75.39
ACTR3B,4.39,26.59,5.68,10.3,14.49,3.68,15.62,9.73,4.67,5.66,6.43,3.04,20.72,16.29,3.64,5.13,6.65
ACTR3BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP2,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3BP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3C,3.96,1.56,3.57,0.61,1.47,5.72,0.48,1.5,0.13,1.19,4.89,0.78,0.89,1.41,0.26,0.1,0.4
ACTR3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3P3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR5,27.02,43.51,15.4,37.09,15.42,32.17,24.28,23.54,23.72,11.29,17.75,14.59,17.7,34.97,46.79,21.54,14.85
ACTR6,35.25,59.03,48.8,47.96,37.44,21.38,45.57,26.37,32.64,26.48,32.22,29.38,25.51,39.07,41.51,20.85,25.58
ACTR6P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR8,34.68,36.82,17.28,43.28,26.73,52.16,61.07,38.96,31.36,45.78,25.02,19.1,28.89,27.48,46.23,50.98,35.92
ACTR10,42.15,63.59,27.51,35.91,38.81,36.96,62.62,34.46,50.54,34.93,52.46,23.85,37.34,37.99,57.18,26.32,76.57
ACTRT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
ACTRT3,0.03,2.13,0.41,3.34,0.03,1.36,7.95,1.57,0.54,0.63,0.87,0.34,1.11,0.27,1.99,0.14,0.43
ACVR1,21.41,0.0,0.34,0.8,19.2,9.97,0.44,4.32,1.41,0.07,16.65,3.07,0.16,4.3,5.85,11.22,2.27
ACVR1B,11.69,17.91,7.58,10.49,22.38,2.32,9.43,13.15,3.93,1.79,148.09,2.24,8.39,14.21,4.91,15.76,2.53
ACVR1C,0.2,0.04,0.17,0.04,0.1,0.36,0.0,0.0,0.0,0.0,1.64,0.34,0.0,0.17,0.67,0.0,0.0
ACVR2A,1.32,0.38,4.9,2.77,2.17,1.11,1.2,2.2,0.74,5.99,1.91,4.69,0.33,1.34,3.97,0.45,1.12
ACVR2B,0.92,2.09,4.69,10.26,5.42,3.04,2.36,0.1,4.48,1.29,15.74,1.74,0.26,0.17,16.16,17.32,0.82
ACVR2B-AS1,0.07,0.15,0.44,0.68,0.5,0.29,0.08,0.03,0.22,0.17,2.71,0.03,0.0,0.0,3.49,0.97,0.07
ACVRL1,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,35.91,0.09,0.0,0.0,0.0,1.42,0.0
ACY1,1.26,6.92,4.01,1.41,5.05,3.83,11.66,6.0,0.19,2.55,5.06,1.83,3.48,2.59,1.35,7.86,1.71
ACY3,682.22,0.15,12.41,8.09,31.51,7.29,2.0,0.49,160.63,23.54,0.4,1.02,83.31,1.07,0.07,2.04,38.39
ACYP1,13.68,59.14,30.5,35.72,14.95,25.81,109.55,38.57,47.25,33.27,30.41,13.1,38.46,81.12,81.51,13.71,30.32
ACYP2,1.35,7.87,6.77,5.05,2.88,6.15,11.26,5.58,12.5,5.46,4.25,2.83,8.62,6.72,7.31,6.03,5.99
ADA,297.26,9.13,41.42,31.2,244.22,508.76,1.96,38.37,92.57,1.32,9.91,290.25,30.95,15.32,17.14,227.19,93.79
ADA2,63.65,0.27,55.4,23.86,11.78,22.91,18.05,36.8,28.32,2.68,0.23,36.58,9.7,37.29,13.57,193.14,32.03
ADAD1,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAD1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAD2,0.1,0.04,0.0,0.11,0.03,0.11,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0
ADAL,4.76,10.76,6.94,5.85,5.99,5.22,20.77,10.22,7.0,0.1,3.99,6.18,5.34,7.02,21.6,9.7,7.14
ADAM1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM1B,0.56,0.57,0.51,0.65,0.4,0.79,0.4,0.7,0.22,0.2,0.1,0.19,0.46,1.18,0.6,0.14,0.26
ADAM2,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.07,0.0,0.96,0.0,0.0,0.0,0.54,0.11,0.0,0.0
ADAM3A,0.5,0.23,0.41,0.27,0.43,0.43,0.16,0.35,0.19,0.17,0.2,0.19,0.13,0.27,0.22,0.1,0.0
ADAM3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0
ADAM5,0.0,0.04,0.1,0.11,0.0,0.0,0.0,0.28,0.0,0.03,0.0,0.0,0.0,0.37,0.11,0.0,0.0
ADAM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM8,2.44,0.8,42.34,3.65,2.61,35.68,1.76,3.63,7.99,34.59,8.44,101.39,25.87,0.27,0.34,3.36,10.3
ADAM9,14.9,15.59,50.29,38.04,24.29,12.65,33.15,82.35,41.59,10.92,42.81,34.19,4.66,52.47,64.08,57.0,19.92
ADAM10,46.81,22.78,39.38,24.17,40.51,24.24,28.88,27.45,22.57,8.54,18.89,18.54,14.13,14.65,41.24,41.25,17.55
ADAM11,0.3,0.8,0.68,2.43,0.54,0.18,2.92,2.02,2.3,14.67,2.55,1.86,0.46,1.51,1.09,11.5,0.33
ADAM12,0.03,0.04,0.75,0.04,0.0,0.07,0.04,0.0,0.0,0.73,0.03,0.81,0.07,0.03,0.0,0.0,0.0
ADAM15,52.09,29.06,9.62,6.08,48.34,7.76,40.06,16.29,12.75,10.23,77.11,2.76,31.02,19.15,17.7,86.89,24.56
ADAM17,24.61,38.03,41.49,46.29,43.02,46.79,42.7,32.58,77.16,42.31,53.83,24.72,26.56,18.07,53.81,48.87,41.22
ADAM18,0.0,0.0,0.03,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
