Gene_symbol,A3-KAW,A4-Fuk,BC-1,DB,DOHH-2,Farage,GRANTA-519,JSC-1,KARPAS-1106P,KARPAS-422,RC-K8,SCC-3,SLVL,SU-DHL-10,SU-DHL-5,SU-DHL-6,SU-DHL-8,TK,TUR,VAL
Null,Sensitive,Resistive,Resistive,Resistive,Sensitive,Sensitive,Resistive,Sensitive,Resistive,Resistive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Sensitive,Resistive,Resistive,Resistive,Resistive
,,,,,,,,,,,,,,,,,,,,
CDHR3,0.0,0.74,0.79,0.53,1.02,0.0,0.1,3.38,1.32,0.04,0.03,0.23,0.0,0.0,0.0,5.13,27.88,0.71,0.24,0.4
CDHR4,0.24,0.46,0.36,0.3,1.02,0.4,0.31,0.3,0.46,0.6,0.4,0.74,0.28,0.11,0.07,0.07,0.2,0.41,1.45,0.62
CDHR5,1.22,2.39,0.11,0.76,0.61,0.0,1.26,0.0,0.04,1.84,0.36,0.17,0.09,0.0,0.04,0.07,0.64,0.04,0.03,0.33
CDIP1,1.18,2.67,0.04,14.72,2.24,0.0,55.43,11.61,0.29,1.56,0.0,44.75,155.82,0.04,0.07,0.07,0.74,0.07,27.88,0.04
CDIPT,54.76,59.07,83.39,36.78,31.35,24.33,36.15,68.15,43.25,48.33,29.83,61.3,33.82,24.44,47.79,38.31,69.87,56.09,57.35,89.56
CDIPTOSP,0.84,0.07,0.14,0.0,0.0,0.15,0.0,0.7,0.14,0.08,0.07,4.15,0.22,0.04,0.21,0.15,0.34,0.04,3.22,0.18
CDK1,14.79,45.91,20.89,202.23,106.34,184.77,120.69,54.8,137.09,59.71,93.59,178.17,88.13,190.46,214.08,93.11,140.51,85.83,114.81,7.65
CDK2,16.88,78.24,29.05,109.01,68.01,265.86,38.39,52.19,94.09,79.08,36.94,110.64,62.17,120.84,127.23,114.17,167.78,137.61,57.11,45.2
CDK2AP1,5.13,10.67,47.56,48.27,31.28,27.61,30.81,42.89,11.76,71.81,23.37,33.86,10.43,5.97,82.79,14.94,18.98,44.02,14.82,38.75
CDK2AP2,41.93,44.65,30.89,71.01,86.97,196.79,74.44,22.88,141.35,133.48,146.82,51.75,71.11,116.68,124.5,93.51,94.05,63.03,52.88,55.37
CDK2AP2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2AP2P2,0.64,0.21,0.97,0.53,3.55,1.28,0.0,0.27,0.93,0.96,0.76,0.33,0.09,1.03,0.49,2.27,0.13,0.34,0.94,1.24
CDK2AP2P3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK3,2.73,2.74,1.37,3.61,1.63,1.64,0.68,1.3,1.93,2.4,2.55,2.18,1.37,1.92,2.12,2.89,0.81,2.14,0.76,2.22
CDK4,99.01,369.11,220.16,163.66,83.22,213.18,139.29,130.24,198.97,110.47,159.89,128.19,142.78,183.39,206.16,96.01,244.98,205.96,184.35,209.53
CDK4P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.04
CDK5,18.3,22.04,67.99,34.38,23.79,19.27,15.13,59.18,15.59,32.03,11.49,5.09,8.01,23.94,14.14,15.57,21.13,15.6,19.01,15.38
CDK5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK5R1,1.65,1.9,2.96,3.16,3.14,52.49,23.84,4.28,3.32,1.24,7.02,4.09,13.54,5.04,2.44,7.11,0.47,3.04,12.95,3.5
CDK5R2,0.07,0.07,0.0,0.49,0.22,0.18,0.03,0.2,1.36,0.6,1.75,1.57,0.56,0.07,0.67,0.84,0.1,0.0,0.45,0.33
CDK5RAP1,23.77,34.85,26.88,54.92,24.37,35.12,12.48,35.33,47.97,67.94,52.7,34.9,28.16,39.64,44.36,31.61,64.9,38.55,59.98,38.57
CDK5RAP2,15.33,37.42,32.15,62.11,33.65,31.18,49.1,25.39,38.07,67.06,26.72,177.23,22.05,38.4,43.98,33.92,55.36,34.5,38.55,23.48
CDK5RAP3,139.83,126.64,52.58,79.07,80.76,45.35,170.06,44.16,55.34,468.01,59.42,107.12,55.86,73.92,71.97,112.16,96.04,64.12,133.99,44.29
CDK6,63.09,40.01,40.63,118.63,43.45,50.85,56.04,2.91,25.45,33.11,106.0,24.02,157.03,17.26,54.76,40.48,14.48,44.43,58.77,19.65
CDK7,31.23,45.1,31.18,63.56,37.3,56.03,56.93,50.98,42.93,58.23,65.38,61.37,48.66,39.11,51.29,37.25,31.41,38.81,51.08,46.7
CDK7P1,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.11,0.0,0.3,0.13,0.09,0.0,0.0,0.0,0.0,0.04,0.17,0.11
CDK8,28.26,21.66,30.49,10.69,15.63,29.84,19.69,27.7,41.79,13.66,47.7,23.95,21.58,22.7,27.93,28.72,47.33,81.63,39.2,27.01
CDK8P2,0.0,0.0,0.04,0.0,0.0,0.15,0.85,0.03,0.29,0.0,0.13,0.0,0.19,0.04,0.04,0.0,0.47,0.0,0.48,0.04
CDK9,134.49,101.19,112.8,50.05,70.03,77.19,101.1,94.28,61.09,65.58,53.1,41.67,56.61,68.27,81.84,61.24,75.81,111.62,51.5,106.11
CDK10,31.06,44.37,40.56,27.46,35.54,17.67,39.89,28.14,22.2,39.46,18.87,57.04,10.46,20.39,39.1,27.07,39.0,14.4,24.87,34.59
CDK11A,14.89,19.38,13.6,10.73,15.59,22.22,26.01,10.47,14.01,33.27,15.03,7.27,5.12,16.2,15.34,16.45,11.42,14.77,14.75,30.77
CDK11B,52.09,72.55,33.92,34.73,79.28,54.35,96.03,35.33,41.97,91.34,45.39,24.45,13.79,52.39,65.79,55.86,72.66,90.44,40.69,64.85
CDK12,31.97,32.08,42.62,48.3,28.88,43.82,34.62,55.1,44.93,66.98,61.01,24.39,37.36,41.1,57.34,58.46,27.41,76.08,25.25,44.03
CDK13,22.99,40.75,54.42,56.75,40.95,24.99,37.44,38.21,57.88,44.89,21.78,32.79,22.98,49.05,36.09,104.58,52.64,57.03,36.47,125.98
CDK14,4.39,17.59,13.57,169.18,94.01,43.28,37.34,0.07,62.95,111.79,7.28,0.23,36.39,124.18,86.71,167.47,14.85,0.04,11.15,20.01
CDK15,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK16,40.71,40.29,53.44,39.59,29.33,40.07,72.67,46.23,59.84,51.16,30.22,74.23,47.94,28.98,53.59,43.7,44.44,58.08,101.23,37.18
CDK17,14.04,19.76,29.77,42.86,15.15,25.9,38.32,32.45,32.39,29.16,21.29,21.84,81.54,27.49,26.8,36.19,10.95,26.66,14.2,36.71
CDK18,29.84,21.9,40.09,0.87,0.93,0.04,4.66,2.27,0.75,0.24,0.33,21.37,0.4,0.04,3.64,3.19,6.52,0.26,34.94,3.21
CDK19,8.44,8.7,16.64,30.12,26.58,20.8,27.75,23.69,26.13,7.51,9.7,10.25,13.32,17.3,7.71,22.09,65.67,22.98,24.55,24.75
CDK20,11.71,2.6,0.0,0.0,0.03,0.0,0.0,0.13,0.0,0.04,0.1,8.98,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.0
CDKAL1,13.87,21.02,14.58,25.64,9.93,20.04,16.25,15.16,18.91,20.49,26.98,16.85,15.9,14.17,14.71,36.67,16.8,18.11,13.54,17.31
CDKL1,0.51,1.26,0.83,0.72,0.26,2.26,1.29,0.74,1.79,4.11,0.53,3.85,4.88,1.7,2.37,0.44,0.94,1.54,3.53,4.7
CDKL2,0.14,0.04,0.04,0.15,0.03,0.98,0.03,0.07,0.07,0.0,0.07,0.03,0.0,0.04,0.07,0.07,0.07,0.15,0.03,0.07
CDKL3,1.38,1.12,1.48,3.16,1.22,1.24,2.04,1.34,1.61,3.04,2.05,2.21,0.87,1.28,1.45,2.64,1.34,2.77,1.35,4.05
CDKL4,0.1,0.21,0.11,0.08,0.03,0.11,0.14,0.03,0.04,0.12,0.0,0.03,0.0,0.71,1.31,0.15,0.03,0.04,0.03,0.11
CDKL5,3.07,2.25,3.57,0.23,0.32,0.47,1.73,4.11,2.54,0.96,0.26,1.51,3.54,0.28,0.49,1.03,0.34,3.79,3.81,1.13
CDKN1A,20.19,60.27,289.23,0.15,33.78,40.51,236.48,302.63,207.91,7.35,304.3,208.45,283.44,1.49,49.0,17.66,1.11,0.97,6.41,606.86
CDKN1B,38.86,156.58,225.36,11.3,41.79,45.03,112.22,132.78,149.35,44.57,64.39,76.61,121.91,41.17,68.3,28.09,238.09,181.29,131.12,117.92
CDKN1C,0.03,0.0,0.0,0.0,0.13,0.04,5.85,0.03,0.07,0.0,0.03,7.57,0.09,0.0,0.04,0.0,0.0,0.0,6.75,0.07
CDKN2A,0.07,41.87,58.78,1.48,0.19,26.88,0.03,36.1,0.0,38.38,8.84,107.86,63.0,61.38,59.25,47.84,74.57,119.99,64.55,26.54
CDKN2A-DT,0.0,0.28,0.04,0.23,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.03,0.03,0.0,0.0,0.0,0.07,0.04,0.0,0.0
CDKN2AIP,25.01,37.59,38.86,46.17,39.35,47.9,43.63,50.98,35.57,23.72,20.16,15.58,19.35,41.31,50.83,30.0,60.73,38.62,36.71,49.25
CDKN2AIPNL,26.37,50.16,57.48,95.12,44.28,46.77,31.83,65.97,47.83,78.64,68.29,47.43,27.39,56.09,61.4,54.65,47.36,39.63,31.52,43.12
CDKN2AIPNLP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2AIPNLP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0
CDKN2AIPNLP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2B,0.0,2.04,6.39,0.08,0.1,0.29,0.03,1.17,0.0,3.79,1.52,14.27,9.84,0.36,2.76,1.61,0.57,0.37,4.16,0.73
CDKN2B-AS1,0.24,2.98,2.81,0.46,0.13,1.6,0.31,1.71,0.86,6.27,1.39,3.48,3.82,2.45,2.72,3.15,4.6,4.99,2.74,2.26
CDKN2C,25.18,113.97,21.98,85.69,113.48,57.19,46.69,20.17,74.28,25.56,17.51,33.2,31.86,40.67,83.64,79.01,139.5,173.34,37.3,43.34
CDKN2D,11.61,9.93,4.62,27.04,35.25,25.17,14.66,15.26,22.31,17.45,16.92,69.04,11.12,26.6,31.5,13.81,120.69,15.67,33.35,62.01
CDKN3,14.01,48.12,12.12,154.08,63.66,112.38,64.85,49.41,92.48,42.14,50.35,89.13,31.05,128.08,155.72,53.22,79.88,78.25,67.26,18.74
CDNF,5.2,6.77,8.19,3.84,2.21,0.87,1.39,2.98,2.0,2.88,0.89,3.15,1.61,1.74,1.27,3.48,2.08,1.42,4.81,5.03
CDO1,0.07,0.11,0.04,0.08,0.06,0.0,0.0,0.03,0.04,0.0,0.17,0.27,0.0,0.07,0.0,0.04,0.07,0.07,0.1,0.04
CDON,3.14,3.97,3.83,4.49,0.29,0.22,0.14,0.43,1.68,1.76,0.2,1.91,1.02,0.36,0.07,0.11,0.6,2.85,6.44,0.66
CDPF1,16.07,6.25,20.46,9.96,11.91,9.29,12.17,13.65,10.3,23.32,12.88,7.13,8.26,13.92,8.41,7.58,20.83,20.81,7.41,14.33
CDR1,0.71,0.11,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDR1-AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDR2,20.12,34.4,15.59,49.71,21.58,35.01,43.73,18.94,39.93,31.55,29.76,13.57,32.51,29.66,27.93,33.3,21.43,26.28,33.35,29.16
CDR2L,1.45,3.16,0.32,0.04,0.26,0.04,0.14,1.77,0.29,0.08,0.03,12.9,0.03,0.0,0.0,0.11,0.03,0.22,6.03,0.18
CDRT1,1.08,0.25,0.04,0.11,0.0,0.07,0.1,0.03,0.0,0.16,0.07,0.07,0.0,0.0,0.07,0.11,0.4,0.15,0.0,0.04
CDRT4,1.01,0.0,0.0,0.0,0.0,0.11,0.58,0.94,1.93,0.6,0.0,2.98,0.19,0.0,0.25,0.15,0.0,0.75,0.0,0.04
CDRT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDRT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDRT15,5.47,5.93,0.25,8.79,7.46,0.0,8.3,0.03,0.04,5.71,0.0,0.0,0.0,0.0,0.0,0.0,8.94,0.0,0.0,0.04
CDRT15L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
CDRT15P1,21.13,27.03,0.54,12.55,10.53,0.0,12.82,0.07,0.0,26.4,0.0,0.03,0.03,0.0,0.0,0.04,20.42,0.15,0.0,0.04
CDRT15P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
CDS1,4.59,3.72,7.04,0.04,0.06,0.0,0.07,13.45,0.0,0.0,0.07,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0
CDS2,15.53,11.97,27.43,34.99,14.09,13.55,8.4,30.04,38.32,24.56,19.0,9.28,30.24,14.39,17.85,20.15,37.76,34.65,44.95,25.37
CDSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDT1,7.33,74.83,29.41,53.63,63.88,91.4,53.29,63.4,105.74,40.02,101.66,275.21,64.65,142.72,146.63,120.84,137.25,120.7,211.74,2.08
CDV3,3.65,275.67,357.07,267.19,314.51,480.49,295.27,217.52,358.76,1112.43,220.41,160.82,279.91,411.6,456.44,327.14,125.26,278.52,138.18,276.93
CDV3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
CDX1,0.03,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
CDX2,0.03,0.04,0.0,0.0,0.06,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY3P,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY4P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY6P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY7P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY8P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY9P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY10P,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY11P,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY12P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY13P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY14P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY15P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY17P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY18P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY19P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY20P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY22P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDY23P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDYL,40.81,51.07,34.35,0.72,15.24,30.78,33.53,42.45,23.88,5.67,34.56,19.23,43.81,42.98,29.2,40.84,32.95,39.15,41.18,20.63
CDYL2,0.17,0.25,9.6,24.65,2.02,16.79,0.58,0.03,7.58,0.6,7.58,7.97,0.03,15.91,3.89,0.62,0.13,1.76,15.52,0.62
CDYLP1,0.0,0.0,0.0,0.27,0.26,0.0,0.07,0.0,0.04,0.0,1.16,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.03,0.04
CEACAM1,0.3,2.07,0.36,67.4,6.4,0.11,4.9,0.94,30.1,0.72,0.99,1.0,8.32,0.57,2.58,38.57,0.24,0.11,0.14,4.37
CEACAM3,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.04
CEACAM4,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.97,0.0
CEACAM5,0.03,0.07,0.0,0.19,0.32,0.04,0.2,0.0,0.04,0.16,0.03,0.0,0.03,0.0,0.0,0.0,0.1,0.04,0.03,0.04
CEACAM6,0.24,0.11,0.0,0.34,0.35,0.0,0.17,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.04,0.0
CEACAM7,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM8,0.03,0.0,0.07,0.0,0.0,0.18,0.03,0.1,0.21,0.16,0.03,0.1,0.03,0.0,0.0,0.0,0.0,0.11,0.03,0.18
CEACAM16,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
CEACAM19,0.1,0.63,0.0,0.0,0.0,0.04,0.34,0.5,0.07,0.0,0.23,27.97,0.12,0.0,0.0,0.0,0.03,0.04,9.18,0.07
CEACAM20,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAM21,0.14,1.33,10.68,0.68,6.63,16.87,42.41,30.54,10.72,0.4,0.03,0.07,2.14,0.89,1.06,7.95,3.02,2.32,3.95,6.74
CEACAM22P,0.41,0.7,0.43,0.27,0.35,0.58,0.78,0.43,0.89,0.6,0.79,0.9,0.78,0.04,0.07,0.07,0.5,0.45,0.55,1.02
CEACAMP1,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAMP3,0.0,0.04,0.0,0.0,0.0,0.0,0.82,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.04
CEACAMP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAMP5,0.14,0.07,0.0,0.87,0.06,0.0,0.0,0.03,0.04,0.0,0.0,0.54,0.09,0.0,0.04,0.07,0.0,0.0,0.1,0.04
CEACAMP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAMP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAMP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAMP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAMP10,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAMP11,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEBPA,4.83,6.11,0.0,0.11,0.03,0.07,1.39,16.76,2.29,0.04,1.22,65.65,0.03,0.82,0.07,1.1,0.0,0.0,334.76,0.26
CEBPA-DT,4.59,0.14,0.0,0.0,0.0,0.0,0.78,0.13,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0
CEBPB,5.64,21.48,121.68,2.89,8.2,11.11,45.26,88.52,25.06,12.78,110.83,486.84,90.98,23.27,68.93,32.09,105.34,21.45,163.57,221.37
CEBPB-AS1,1.65,4.95,3.83,0.53,1.79,0.51,1.56,3.21,1.22,2.72,4.77,4.39,2.55,0.89,2.72,2.16,33.15,0.86,1.49,20.52
CEBPD,0.51,2.56,0.04,2.32,0.06,0.58,0.44,2.48,0.14,16.53,13.97,42.81,0.0,0.04,0.0,1.17,0.0,0.52,0.0,2.0
CEBPE,0.0,0.0,0.0,0.04,0.54,0.07,0.0,0.03,0.18,0.24,0.0,368.7,0.0,0.32,0.0,0.0,0.0,0.0,33.52,0.66
CEBPG,23.53,39.59,73.58,73.79,41.47,57.63,138.1,50.42,50.01,36.03,69.95,184.23,86.08,52.39,73.0,36.08,73.09,74.28,84.71,121.64
CEBPZ,41.62,91.29,77.87,161.65,70.06,149.39,143.68,82.63,93.69,119.02,89.91,83.98,62.01,166.76,136.24,89.08,34.09,154.97,108.36,101.08
CEBPZOS,22.72,23.2,48.54,52.22,37.62,47.65,34.24,31.28,15.23,29.36,32.97,66.19,42.11,48.41,53.87,36.63,44.54,48.63,50.18,68.68
CECR2,0.03,0.42,0.11,0.04,17.9,0.11,18.67,0.1,0.29,3.12,0.17,0.33,0.28,0.11,0.14,0.33,0.13,8.36,0.07,7.36
CECR3,0.2,0.04,0.07,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.03,0.0,0.16,0.0,0.0,0.07,0.3,0.22,0.0,1.64
CECR7,15.46,16.92,4.01,14.22,1.38,24.77,1.02,18.47,40.97,0.92,29.79,14.1,26.05,21.77,11.98,0.37,0.64,1.01,9.8,56.39
CECR9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0
CEL,5.77,17.27,13.93,0.8,0.93,1.79,1.33,40.31,0.97,2.2,1.99,1.24,0.65,0.32,1.59,0.92,0.97,2.4,3.5,5.29
CELA1,0.0,0.25,0.0,0.0,0.0,0.04,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,2.53,0.0
CELA2A,0.3,0.0,0.18,0.04,0.0,0.0,0.07,0.0,0.04,0.04,0.13,0.03,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.04
CELA2B,0.91,0.84,0.07,0.57,0.1,0.0,0.27,0.0,0.07,1.68,0.13,0.03,0.06,0.0,0.0,0.04,0.27,0.0,0.0,0.07
CELA3A,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELA3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELF1,90.51,67.01,63.62,147.88,86.87,70.56,79.95,37.44,49.98,137.31,101.7,90.78,65.74,84.39,82.58,109.23,122.44,145.82,25.35,146.72
CELF2,0.1,9.51,0.0,0.27,2.53,0.36,92.73,74.04,21.56,0.76,8.84,24.15,135.61,25.65,28.7,25.9,41.48,0.0,74.98,2.88
